FROM_CODE,FROM_DISPLAY_NM,TO_UNIQUE_ID,TO_SUBJECT_AREA,TO_CODE,TO_DISPLAY_NM,CODE_TRANSLATION_REQUIRED,NBS_CODE_SYSTEM_CD,NBS_CODE_SYSTEM_DESC_TXT,FROM_CODE_SYSTEM_CD,FROM_CODE_SYSTEM_DESC_TXT
CANADA,CANADA,DEM167,PATIENT,124,Canada,Yes,1.0.3166.1,Country (ISO 3166-1),STDMIS52,STD*MIS v.5.2
CANADA,CANADA,ORD116,ORGANIZATION,124,Canada,Yes,1.0.3166.1,Country (ISO 3166-1),STDMIS52,STD*MIS v.5.2
CANADA,CANADA,NPP024,PROVIDER,124,Canada,Yes,1.0.3166.1,Country (ISO 3166-1),STDMIS52,STD*MIS v.5.2
CANADA,CANADA,PLA233,PLACE,124,Canada,Yes,1.0.3166.1,Country (ISO 3166-1),STDMIS52,STD*MIS v.5.2
CANADA,CANADA,DEM126,PLACE,124,Canada,Yes,1.0.3166.1,Country (ISO 3166-1),STDMIS52,STD*MIS v.5.2
420,Scabies,INV169,CASE,128870005,Crusted scabies,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
420,Scabies,LAB099,LAB_REPORT,128870005,Crusted scabies,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
420,Scabies,MRB121,MORBIDITY_REPORT,128870005,Crusted scabies,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
420,Scabies,MRB121,MORBIDITY_REPORT,128870005,Crusted scabies,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
GA,GA,DEM162,PATIENT,13,Georgia,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
13,BLOOD BANK,ORD127,ORGANIZATION,13,BLOOD BANK,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
13,BLOOD BANK,NPP003,PROVIDER,13,BLOOD BANK,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
GA,GA,ORD113,ORGANIZATION,13,Georgia,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
GA,GA,NPP021,PROVIDER,13,Georgia,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
GA,GA,PLA230,PLACE,13,Georgia,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
HI,HI,DEM162,PATIENT,15,Hawaii,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
15,PRENATAL,ORD127,ORGANIZATION,15,PRENATAL,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
15,PRENATAL,NPP003,PROVIDER,15,PRENATAL,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
HI,HI,ORD113,ORGANIZATION,15,Hawaii,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
HI,HI,NPP021,PROVIDER,15,Hawaii,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
HI,HI,PLA230,PLACE,15,Hawaii,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
ID,ID,DEM162,PATIENT,16,Idaho,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
ID,ID,ORD113,ORGANIZATION,16,Idaho,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
ID,ID,NPP021,PROVIDER,16,Idaho,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
ID,ID,PLA230,PLACE,16,Idaho,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
IL,IL,DEM162,PATIENT,17,Illinois,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
17,SCHOOL-BASED CLINIC,ORD127,ORGANIZATION,17,SCHOOL-BASED CLINIC,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
17,SCHOOL-BASED CLINIC,NPP003,PROVIDER,17,SCHOOL-BASED CLINIC,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
IL,IL,ORD113,ORGANIZATION,17,Illinois,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
IL,IL,NPP021,PROVIDER,17,Illinois,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
IL,IL,PLA230,PLACE,17,Illinois,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
IN,IN,DEM162,PATIENT,18,Indiana,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
18,MENTAL HEALTH PROV.,ORD127,ORGANIZATION,18,MENTAL HEALTH PROV.,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
18,MENTAL HEALTH PROV.,NPP003,PROVIDER,18,MENTAL HEALTH PROV.,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
IN,IN,ORD113,ORGANIZATION,18,Indiana,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
IN,IN,NPP021,PROVIDER,18,Indiana,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
IN,IN,PLA230,PLACE,18,Indiana,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
0610000316,PENIS,STD121,CASE,18911002,Penis,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52-NE-NE,STD*MIS v.5.2 - REF
IA,IA,DEM162,PATIENT,19,Iowa,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
IA,IA,ORD113,ORGANIZATION,19,Iowa,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
IA,IA,NPP021,PROVIDER,19,Iowa,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
IA,IA,PLA230,PLACE,19,Iowa,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
2,NEWLY DIAGNOSED,NBS153,CASE,2,2 - Newly Diagnosed,No,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
2,REFUSED,NBS257,CASE,2,Refused,No,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
2,NEGATIVE,STD106,CASE,2,Negative,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
2,NO - OUT OF JURISDICTION,NBS143,CASE,2,"2 - No, Out of Jurisdiction",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
2,PROVIDER,NBS167,CASE,2,2 - Provider,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
2,CLIENT,NBS167,CASE,2,2 - Provider,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
2,PROVIDER,NBS177,CASE,2,2 - Provider,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
1,PROVIDER,NBS177,CASE,2,2 - Provider,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
2,"PREV. NEG, NEW POS",NBS173,CASE,2,"2 - Prev. Neg, New Pos",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
20,Screening,INV159,CASE,20,Screening,No,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
KS,KS,DEM162,PATIENT,20,Kansas,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
KS,KS,ORD113,ORGANIZATION,20,Kansas,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
KS,KS,NPP021,PROVIDER,20,Kansas,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
KS,KS,PLA230,PLACE,20,Kansas,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
200,Chlamydia,NBS250,CASE,200,200 - Chlamydia,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
200,Chlamydia,NBS136,CASE,200,200 - Chlamydia,YES,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
200,Chlamydia,NBS166,CASE,200,200 - Chlamydia,YES,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
200,Chlamydia,NBS150,CASE,200,200 - Chlamydia,YES,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
200,Chlamydia,CON097,CONTACT_RECORD,200,200 - Chlamydia,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
0610000317,SCROTUM,STD121,CASE,20233005,Scrotum,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52-NE-NE,STD*MIS v.5.2 - REF
2,ASIAN,DEM152,PATIENT,2028-9,Asian,Yes,2.16.840.1.113883.6.238,Race & Ethnicity - CDC,STDMIS52,STD*MIS v.5.2
3,BLACK/AFRICAN AMER.,DEM152,PATIENT,2054-5,Black or African American,Yes,2.16.840.1.113883.6.238,Race & Ethnicity - CDC,STDMIS52,STD*MIS v.5.2
5,HAWAIIAN/PAC. ISLANDER,DEM152,PATIENT,2076-8,Native Hawaiian or Other Pacific Islander,Yes,2.16.840.1.113883.6.238,Race & Ethnicity - CDC,STDMIS52,STD*MIS v.5.2
21,Self-referred,INV159,CASE,21,Self Referral,No,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
KY,KY,DEM162,PATIENT,21,Kentucky,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
KY,KY,ORD113,ORGANIZATION,21,Kentucky,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
KY,KY,NPP021,PROVIDER,21,Kentucky,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
KY,KY,PLA230,PLACE,21,Kentucky,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
4,WHITE,DEM152,PATIENT,2106-3,White,Yes,2.16.840.1.113883.6.238,Race & Ethnicity - CDC,STDMIS52,STD*MIS v.5.2
8,OTHER,DEM152,PATIENT,2131-1,Other Race,Yes,2.16.840.1.113883.6.238,Race & Ethnicity - CDC,STDMIS52,STD*MIS v.5.2
1,HISPANIC,DEM155,PATIENT,2135-2,Hispanic or Latino,Yes,2.16.840.1.113883.6.238,Race & Ethnicity - CDC,STDMIS52,STD*MIS v.5.2
2,NON-HISPANIC,DEM155,PATIENT,2186-5,Not Hispanic or Latino,Yes,2.16.840.1.113883.6.238,Race & Ethnicity - CDC,STDMIS52,STD*MIS v.5.2
22,Patient Referral,INV159,CASE,22,Patient Referred Partner,No,2.16.840.1.114222.4.5.274,PHIN VS (CDC Local Coding System),STDMIS52,STD*MIS v.5.2
LA,LA,DEM162,PATIENT,22,Louisiana,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
LA,LA,ORD113,ORGANIZATION,22,Louisiana,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
LA,LA,NPP021,PROVIDER,22,Louisiana,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
LA,LA,PLA230,PLACE,22,Louisiana,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
0610000318,TORSO,STD121,CASE,22943007,Torso,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52-NE-NE,STD*MIS v.5.2 - REF
23,HD Referral,INV159,CASE,23,Health Department Referred Partner,No,2.16.840.1.114222.4.5.274,PHIN VS (CDC Local Coding System),STDMIS52,STD*MIS v.5.2
ME,ME,DEM162,PATIENT,23,Maine,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
ME,ME,ORD113,ORGANIZATION,23,Maine,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
ME,ME,NPP021,PROVIDER,23,Maine,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
ME,ME,PLA230,PLACE,23,Maine,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
24,Cluster Related,INV159,CASE,24,Cluster-related,No,2.16.840.1.114222.4.5.274,PHIN VS (CDC Local Coding System),STDMIS52,STD*MIS v.5.2
MD,MD,DEM162,PATIENT,24,Maryland,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MD,MD,ORD113,ORGANIZATION,24,Maryland,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MD,MD,NPP021,PROVIDER,24,Maryland,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MD,MD,PLA230,PLACE,24,Maryland,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MA,MA,DEM162,PATIENT,25,Massachusetts,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MA,MA,ORD113,ORGANIZATION,25,Massachusetts,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MA,MA,NPP021,PROVIDER,25,Massachusetts,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MA,MA,PLA230,PLACE,25,Massachusetts,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MI,MI,DEM162,PATIENT,26,Michigan,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MI,MI,ORD113,ORGANIZATION,26,Michigan,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MI,MI,NPP021,PROVIDER,26,Michigan,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MI,MI,PLA230,PLACE,26,Michigan,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
800,Genital warts,INV169,CASE,266113007,Genital warts,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
800,Genital warts,LAB099,LAB_REPORT,266113007,Genital warts,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
800,Genital warts,MRB121,MORBIDITY_REPORT,266113007,Genital warts,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
800,Genital warts,MRB121,MORBIDITY_REPORT,266113007,Genital warts,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
MN,MN,DEM162,PATIENT,27,Minnesota,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MN,MN,ORD113,ORGANIZATION,27,Minnesota,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MN,MN,NPP021,PROVIDER,27,Minnesota,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MN,MN,PLA230,PLACE,27,Minnesota,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MS,MS,DEM162,PATIENT,28,Mississippi,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MS,MS,ORD113,ORGANIZATION,28,Mississippi,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MS,MS,NPP021,PROVIDER,28,Mississippi,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MS,MS,PLA230,PLACE,28,Mississippi,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
0610000307,ANUS/RECTUM,STD121,CASE,281088000,Anus/Rectum,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52-NE-NE,STD*MIS v.5.2 - REF
MO,MO,DEM162,PATIENT,29,Missouri,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MO,MO,ORD113,ORGANIZATION,29,Missouri,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MO,MO,NPP021,PROVIDER,29,Missouri,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MO,MO,PLA230,PLACE,29,Missouri,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
3,PRIOR-POS. - NOT PREVIOUSLY KNOWN,NBS153,CASE,3,3 - Prior Positive - Not Previously Known,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
3,NEGATIVE,NBS263,CASE,3,3 - Negative,No,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
3,PRELIM. POSITIVE,STD106,CASE,3,Prelim Positive,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
3,NO - DOMESTIC VIOLENCE,NBS143,CASE,3,"3 - No, Domestic Violence",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
3,DUAL,NBS167,CASE,3,3 - Dual,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
3,DUAL,NBS167,CASE,3,3 - Dual,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
3,DUAL,NBS177,CASE,3,3 - Dual,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
3,DUAL,NBS177,CASE,3,3 - Dual,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
3,"PREV. NEG, STILL NEG",NBS173,CASE,3,"3 - Prev. Neg, Still Neg",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
3,"BFP, no follow-up",CON145,CONTACT_RECORD,3,"BFP, no follow-up",YES,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
3,NEGATIVE,NBS263,MORBIDITY_REPORT,3,3 - Negative,No,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
MT,MT,DEM162,PATIENT,30,Montana,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MT,MT,ORD113,ORGANIZATION,30,Montana,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MT,MT,NPP021,PROVIDER,30,Montana,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
MT,MT,PLA230,PLACE,30,Montana,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
300,Gonorrhea,NBS250,CASE,300,300 - Gonorrhea,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
300,Gonorrhea,NBS136,CASE,300,300 - Gonorrhea,YES,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
300,Gonorrhea,NBS166,CASE,300,300 - Gonorrhea,YES,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
300,Gonorrhea,NBS150,CASE,300,300 - Gonorrhea,YES,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
300,Gonorrhea,CON097,CONTACT_RECORD,300,300 - Gonorrhea,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
NE,NE,DEM162,PATIENT,31,Nebraska,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NE,NE,ORD113,ORGANIZATION,31,Nebraska,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NE,NE,NPP021,PROVIDER,31,Nebraska,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NE,NE,PLA230,PLACE,31,Nebraska,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
ADAMS,Adams,DEM165,PATIENT,31001,Adams County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ADAMS,Adams,NOT113,CASE,31001,Adams County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ADAMS,Adams,ORD115,ORGANIZATION,31001,Adams County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ADAMS,Adams,NPP023,PROVIDER,31001,Adams County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ADAMS,Adams,PLA231,PLACE,31001,Adams County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ANTELOPE,Antelope,DEM165,PATIENT,31003,Antelope County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ANTELOPE,Antelope,NOT113,CASE,31003,Antelope County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ANTELOPE,Antelope,ORD115,ORGANIZATION,31003,Antelope County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ANTELOPE,Antelope,NPP023,PROVIDER,31003,Antelope County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ANTELOPE,Antelope,PLA231,PLACE,31003,Antelope County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ARTHUR,Arthur,DEM165,PATIENT,31005,Arthur County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ARTHUR,Arthur,NOT113,CASE,31005,Arthur County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ARTHUR,Arthur,ORD115,ORGANIZATION,31005,Arthur County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ARTHUR,Arthur,NPP023,PROVIDER,31005,Arthur County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ARTHUR,Arthur,PLA231,PLACE,31005,Arthur County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
BANNER,Banner,DEM165,PATIENT,31007,Banner County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
BANNER,Banner,NOT113,CASE,31007,Banner County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
BANNER,Banner,ORD115,ORGANIZATION,31007,Banner County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
BANNER,Banner,NPP023,PROVIDER,31007,Banner County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
BANNER,Banner,PLA231,PLACE,31007,Banner County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
BLAINE,Blaine,DEM165,PATIENT,31009,Blaine County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
BLAINE,Blaine,NOT113,CASE,31009,Blaine County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
BLAINE,Blaine,ORD115,ORGANIZATION,31009,Blaine County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
BLAINE,Blaine,NPP023,PROVIDER,31009,Blaine County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
BLAINE,Blaine,PLA231,PLACE,31009,Blaine County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
BOONE,Boone,DEM165,PATIENT,31011,Boone County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
BOONE,Boone,NOT113,CASE,31011,Boone County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
BOONE,Boone,ORD115,ORGANIZATION,31011,Boone County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
BOONE,Boone,NPP023,PROVIDER,31011,Boone County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
BOONE,Boone,PLA231,PLACE,31011,Boone County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
BOX BUTTE,Box Butte,DEM165,PATIENT,31013,Box Butte County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
BOX BUTTE,Box Butte,NOT113,CASE,31013,Box Butte County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
