FROM_CODE,FROM_DISPLAY_NM,TO_UNIQUE_ID,TO_SUBJECT_AREA,TO_CODE,TO_DISPLAY_NM,CODE_TRANSLATION_REQUIRED,NBS_CODE_SYSTEM_CD,NBS_CODE_SYSTEM_DESC_TXT,FROM_CODE_SYSTEM_CD,FROM_CODE_SYSTEM_DESC_TXT
CO,CO,ORD113,ORGANIZATION,08,Colorado,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52,STD*MIS v.5.2
CO,CO,NPP021,PROVIDER,08,Colorado,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52,STD*MIS v.5.2
CO,CO,PLA230,PLACE,08,Colorado,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52,STD*MIS v.5.2
CT,CT,DEM162,PATIENT,09,Connecticut,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52,STD*MIS v.5.2
CT,CT,ORD113,ORGANIZATION,09,Connecticut,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52,STD*MIS v.5.2
CT,CT,NPP021,PROVIDER,09,Connecticut,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52,STD*MIS v.5.2
CT,CT,PLA230,PLACE,09,Connecticut,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52,STD*MIS v.5.2
1,NEGATIVE,NBS153,CASE,1,1 - Negative,No,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
1,POSITIVE/REACTIVE,NBS263,CASE,1,1 - Positive/Reactive,No,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
1,ACCEPTED,NBS257,CASE,1,Accepted,No,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
1,POSITIVE,STD106,CASE,1,Positive/Reactive,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
1,COMPLETED RISK PROFILE,NBS229,CASE,1,1 - Completed Risk Profile,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
1,NO - DECEASED,NBS143,CASE,1,"1 - No, Deceased",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
1,PATIENT,NBS167,CASE,1,1 - Patient,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
1,PROVIDER,NBS167,CASE,1,1 - Patient,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
1,PATIENT,NBS177,CASE,1,1 - Patient,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
2,CLIENT,NBS177,CASE,1,1 - Patient,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
1,PREV. POS.,NBS173,CASE,1,1 - Prev. Pos,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
1,Administrative closure,CON145,CONTACT_RECORD,1,Administrative closure,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
1,COMPLETED RISK PROFILE,NBS229,MORBIDITY_REPORT,1,1 - Completed Risk Profile,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
1,POSITIVE/REACTIVE,NBS263,MORBIDITY_REPORT,1,1 - Positive/Reactive,No,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
DE,DE,DEM162,PATIENT,10,Delaware,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
DE,DE,ORD113,ORGANIZATION,10,Delaware,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
DE,DE,NPP021,PROVIDER,10,Delaware,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
DE,DE,PLA230,PLACE,10,Delaware,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
100,Chancroid,NBS250,CASE,100,100 - Chancroid,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
100,Chancroid,NBS136,CASE,100,100 - Chancroid,YES,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
100,Chancroid,NBS166,CASE,100,100 - Chancroid,YES,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
100,Chancroid,NBS150,CASE,100,100 - Chancroid,YES,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
100,Chancroid,CON097,CONTACT_RECORD,100,100 - Chancroid,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
1,AMER. INDIAN/ALASKAN,DEM152,PATIENT,1002-5,American Indian or Alaska Native,Yes,2.16.840.1.113883.6.238,Race & Ethnicity - CDC,STDMIS52,STD*MIS v.5.2
030,HepB acute w/o delta,INV169,CASE,10100,"Hepatitis B, Acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
031,HepB acute w/ delta,INV169,CASE,10100,"Hepatitis B, Acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
030,HepB acute w/o delta,LAB099,LAB_REPORT,10100,"Hepatitis B, Acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
031,HepB acute w/ delta,LAB099,LAB_REPORT,10100,"Hepatitis B, Acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
030,HepB acute w/o delta,MRB121,MORBIDITY_REPORT,10100,"Hepatitis B, Acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
031,HepB acute w/ delta,MRB121,MORBIDITY_REPORT,10100,"Hepatitis B, Acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
030,HepB acute w/o delta,MRB121,MORBIDITY_REPORT,10100,"Hepatitis B, Acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
031,HepB acute w/ delta,MRB121,MORBIDITY_REPORT,10100,"Hepatitis B, Acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
051,"Hepatitis C, acute",INV169,CASE,10101,"Hepatitis C, Acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
051,"Hepatitis C, acute",LAB099,LAB_REPORT,10101,"Hepatitis C, Acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
051,"Hepatitis C, acute",MRB121,MORBIDITY_REPORT,10101,"Hepatitis C, Acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
051,"Hepatitis C, acute",MRB121,MORBIDITY_REPORT,10101,"Hepatitis C, Acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
042,Hepatitis delta,INV169,CASE,10102,"Hepatitis Delta co- or super-infection, acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
042,Hepatitis delta,LAB099,LAB_REPORT,10102,"Hepatitis Delta co- or super-infection, acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
042,Hepatitis delta,MRB121,MORBIDITY_REPORT,10102,"Hepatitis Delta co- or super-infection, acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
042,Hepatitis delta,MRB121,MORBIDITY_REPORT,10102,"Hepatitis Delta co- or super-infection, acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
053,Hepatitis E,INV169,CASE,10103,"Hepatitis E, Acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
053,Hepatitis E,LAB099,LAB_REPORT,10103,"Hepatitis E, Acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
053,Hepatitis E,MRB121,MORBIDITY_REPORT,10103,"Hepatitis E, Acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
053,Hepatitis E,MRB121,MORBIDITY_REPORT,10103,"Hepatitis E, Acute",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
033,HepB chronic w/o delta,INV169,CASE,10105,"Hepatitis B Virus Infection, Chronic",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
034,HepB chronic w/ delta,INV169,CASE,10105,"Hepatitis B Virus Infection, Chronic",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
033,HepB chronic w/o delta,LAB099,LAB_REPORT,10105,"Hepatitis B Virus Infection, Chronic",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
034,HepB chronic w/ delta,LAB099,LAB_REPORT,10105,"Hepatitis B Virus Infection, Chronic",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
033,HepB chronic w/o delta,MRB121,MORBIDITY_REPORT,10105,"Hepatitis B Virus Infection, Chronic",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
034,HepB chronic w/ delta,MRB121,MORBIDITY_REPORT,10105,"Hepatitis B Virus Infection, Chronic",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
033,HepB chronic w/o delta,MRB121,MORBIDITY_REPORT,10105,"Hepatitis B Virus Infection, Chronic",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
034,HepB chronic w/ delta,MRB121,MORBIDITY_REPORT,10105,"Hepatitis B Virus Infection, Chronic",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
054,"Hepatitis C, chronic",INV169,CASE,10106,"Hepatitis C virus, past or present",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
054,"Hepatitis C, chronic",LAB099,LAB_REPORT,10106,"Hepatitis C virus, past or present",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
054,"Hepatitis C, chronic",MRB121,MORBIDITY_REPORT,10106,"Hepatitis C virus, past or present",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
054,"Hepatitis C, chronic",MRB121,MORBIDITY_REPORT,10106,"Hepatitis C virus, past or present",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
100,Chancroid,INV169,CASE,10273,Chancroid,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
100,Chancroid,LAB099,LAB_REPORT,10273,Chancroid,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
100,Chancroid,MRB121,MORBIDITY_REPORT,10273,Chancroid,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
100,Chancroid,MRB121,MORBIDITY_REPORT,10273,Chancroid,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
200,Chlamydia,INV169,CASE,10274,Chlamydia trachomatis infection,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
200,Chlamydia,LAB099,LAB_REPORT,10274,Chlamydia trachomatis infection,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
200,Chlamydia,MRB121,MORBIDITY_REPORT,10274,Chlamydia trachomatis infection,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
200,Chlamydia,MRB121,MORBIDITY_REPORT,10274,Chlamydia trachomatis infection,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
500,Granuloma inguinale,INV169,CASE,10276,Granuloma inguinale (GI),Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
500,Granuloma inguinale,LAB099,LAB_REPORT,10276,Granuloma inguinale (GI),Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
500,Granuloma inguinale,MRB121,MORBIDITY_REPORT,10276,Granuloma inguinale (GI),Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
500,Granuloma inguinale,MRB121,MORBIDITY_REPORT,10276,Granuloma inguinale (GI),Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
300,Gonorrhea,INV169,CASE,10280,Gonorrhea,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
350,Resistant gonorrhea,INV169,CASE,10280,Gonorrhea,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
300,Gonorrhea,LAB099,LAB_REPORT,10280,Gonorrhea,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
350,Resistant gonorrhea,LAB099,LAB_REPORT,10280,Gonorrhea,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
300,Gonorrhea,MRB121,MORBIDITY_REPORT,10280,Gonorrhea,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
350,Resistant gonorrhea,MRB121,MORBIDITY_REPORT,10280,Gonorrhea,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
300,Gonorrhea,MRB121,MORBIDITY_REPORT,10280,Gonorrhea,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
350,Resistant gonorrhea,MRB121,MORBIDITY_REPORT,10280,Gonorrhea,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
600,LGV,INV169,CASE,10306,Lymphogranuloma venereum (LGV),Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
600,LGV,LAB099,LAB_REPORT,10306,Lymphogranuloma venereum (LGV),Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
600,LGV,MRB121,MORBIDITY_REPORT,10306,Lymphogranuloma venereum (LGV),Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
600,LGV,MRB121,MORBIDITY_REPORT,10306,Lymphogranuloma venereum (LGV),Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
400,NGU,INV169,CASE,10307,Nongonococcal urethritis (NGU),Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
400,NGU,LAB099,LAB_REPORT,10307,Nongonococcal urethritis (NGU),Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
400,NGU,MRB121,MORBIDITY_REPORT,10307,Nongonococcal urethritis (NGU),Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
400,NGU,MRB121,MORBIDITY_REPORT,10307,Nongonococcal urethritis (NGU),Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
450,MPC,INV169,CASE,10308,Mucopurulent cervicitis (MPC),Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
450,MPC,LAB099,LAB_REPORT,10308,Mucopurulent cervicitis (MPC),Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
450,MPC,MRB121,MORBIDITY_REPORT,10308,Mucopurulent cervicitis (MPC),Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
450,MPC,MRB121,MORBIDITY_REPORT,10308,Mucopurulent cervicitis (MPC),Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
490,PID syndrome,INV169,CASE,10309,"Pelvic Inflammatory Disease (PID), Unknown Etiology",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
490,PID syndrome,LAB099,LAB_REPORT,10309,"Pelvic Inflammatory Disease (PID), Unknown Etiology",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
490,PID syndrome,MRB121,MORBIDITY_REPORT,10309,"Pelvic Inflammatory Disease (PID), Unknown Etiology",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
490,PID syndrome,MRB121,MORBIDITY_REPORT,10309,"Pelvic Inflammatory Disease (PID), Unknown Etiology",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
710,"Syphilis, primary",INV169,CASE,10311,"Syphilis, primary",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
710,"Syphilis, primary",LAB099,LAB_REPORT,10311,"Syphilis, primary",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
710,"Syphilis, primary",MRB121,MORBIDITY_REPORT,10311,"Syphilis, primary",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
710,"Syphilis, primary",MRB121,MORBIDITY_REPORT,10311,"Syphilis, primary",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
720,"Syphilis, secondary",INV169,CASE,10312,"Syphilis, secondary",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
720,"Syphilis, secondary",LAB099,LAB_REPORT,10312,"Syphilis, secondary",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
720,"Syphilis, secondary",MRB121,MORBIDITY_REPORT,10312,"Syphilis, secondary",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
720,"Syphilis, secondary",MRB121,MORBIDITY_REPORT,10312,"Syphilis, secondary",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
730,"Syphilis, early latent",INV169,CASE,10313,"Syphilis, early latent",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
730,"Syphilis, early latent",LAB099,LAB_REPORT,10313,"Syphilis, early latent",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
730,"Syphilis, early latent",MRB121,MORBIDITY_REPORT,10313,"Syphilis, early latent",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
730,"Syphilis, early latent",MRB121,MORBIDITY_REPORT,10313,"Syphilis, early latent",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
745,"Syphilis, late latency",INV169,CASE,10314,"Syphilis, late latent",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
745,"Syphilis, late latency",LAB099,LAB_REPORT,10314,"Syphilis, late latent",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
745,"Syphilis, late latency",MRB121,MORBIDITY_REPORT,10314,"Syphilis, late latent",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
745,"Syphilis, late latency",MRB121,MORBIDITY_REPORT,10314,"Syphilis, late latent",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
740,"Syphilis, unknown latency",INV169,CASE,10315,"Syphilis, unknown latent",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
700,"Syphilis, unknown",CON097,CONTACT_RECORD,10315,"Syphilis, unknown latent",No,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
740,"Syphilis, unknown latency",LAB099,LAB_REPORT,10315,"Syphilis, unknown latent",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
740,"Syphilis, unknown latency",MRB121,MORBIDITY_REPORT,10315,"Syphilis, unknown latent",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
740,"Syphilis, unknown latency",MRB121,MORBIDITY_REPORT,10315,"Syphilis, unknown latent",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
790,"Syphilis, congenital",INV169,CASE,10316,"Syphilis, congenital",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
790,"Syphilis, congenital",LAB099,LAB_REPORT,10316,"Syphilis, congenital",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
790,"Syphilis, congenital",MRB121,MORBIDITY_REPORT,10316,"Syphilis, congenital",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
790,"Syphilis, congenital",MRB121,MORBIDITY_REPORT,10316,"Syphilis, congenital",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
750,"Syphilis, late w/ symptoms",INV169,CASE,10319,"Syphilis, late with clinical manifestations (including late benign syphilis and cardiovascular syphilis)",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
750,"Syphilis, late w/ symptoms",LAB099,LAB_REPORT,10319,"Syphilis, late with clinical manifestations (including late benign syphilis and cardiovascular syphilis)",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
750,"Syphilis, late w/ symptoms",MRB121,MORBIDITY_REPORT,10319,"Syphilis, late with clinical manifestations (including late benign syphilis and cardiovascular syphilis)",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
750,"Syphilis, late w/ symptoms",MRB121,MORBIDITY_REPORT,10319,"Syphilis, late with clinical manifestations (including late benign syphilis and cardiovascular syphilis)",Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
950,AIDS,INV169,CASE,10560,AIDS,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
950,AIDS,LAB099,LAB_REPORT,10560,AIDS,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
950,AIDS,MRB121,MORBIDITY_REPORT,10560,AIDS,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
950,AIDS,MRB121,MORBIDITY_REPORT,10560,AIDS,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
DC,DC,DEM162,PATIENT,11,District of Columbia,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
11,CORRECTIONAL FAC.,ORD127,ORGANIZATION,11,CORRECTIONAL FAC.,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
11,CORRECTIONAL FAC.,NPP003,PROVIDER,11,CORRECTIONAL FAC.,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
DC,DC,ORD113,ORGANIZATION,11,District of Columbia,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
DC,DC,NPP021,PROVIDER,11,District of Columbia,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
DC,DC,PLA230,PLACE,11,District of Columbia,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
FL,FL,DEM162,PATIENT,12,Florida,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
FL,FL,ORD113,ORGANIZATION,12,Florida,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
FL,FL,NPP021,PROVIDER,12,Florida,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
FL,FL,PLA230,PLACE,12,Florida,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
0610000312,MOUTH/ORAL CAVITY,STD121,CASE,123851003,Mouth/Oral cavity,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52-NE-NE,STD*MIS v.5.2 - REF
